"","ideophone","meaning","language","category","meaning_NL","meaning_NL_opposite","study","filename","C_cumulative","F_redup","F_monosyllabic","F_redupmod","F_closedsyllable","F_vowelquality","F_voice","F_finallength","F_intonation","M_sound","M_distribution","M_irregular","M_weight","M_punctual","M_long","M_abrupt","F_notes_MD","M_notes_MD","F_notes_SP","M_notes_SP","C_modality","C_iterative","C_irregular","C_closure","C_punctual","C_long","C_weight_voice","C_weight_vowel","C_weight_tone","C_aspect","C_length","C_weight","C_magnitude","C_any1","C_atleast2","C_ternary","score","logodds","score_z","rating","rating_z"
"68","guu","protruding","Japanese","Shape","uitpuilend",NA,"Language","Japanese_33_Shape",2,0,1,0,0,2,2,1,1,0,0,0,2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,2,1,1,1,1,0.45,-0.125661346855074,-0.714055409056131,3.03684210526316,0.126134413908723
"69","mokomoko","weich voluminös warm","Japanese","Shape","week en warm",NA,"Language","Japanese_34_Shape",1,1,0,0,0,2,1,0,1,0,0,0,2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0.55,0.125661346855074,-0.14451121373755,2.52777777777778,-0.496680233503166
"70","perapera","dünn","Japanese","Shape","dun",NA,"Language","Japanese_35_Shape",2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,2,1,1,1,1,0.4,-0.2533471031358,-0.998827506715421,2.23888888888889,-0.850121285566893
"71","sura-to","Hochgewachsen Schlank","Japanese","Shape","rank",NA,"Language","Japanese_36_Shape",1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0.7,0.524400512708041,0.70980507924032,3.045,0.136115188557081
"72","pocha-to","pummelig","Japanese","Shape","mollig",NA,"Language","Japanese_37_Shape",1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0.5,0,-0.429283311396841,2.3,-0.775354909168797
"73","pan pan","prall gefüllt","Japanese","Shape","tot knappen opgeblazen",NA,"Language","Japanese_38_Shape",0,1,0,0,1,1,1,0,1,0,0,0,2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.2815515655446,1.84889346987748,3.93,1.21886825766769
"74","pikapika","glittering","Japanese","ColorVisual","glinstering",NA,"Language","Japanese_39_ColorVisual",3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,1,1,0,1,0,2,1,1,1,2,0.4,-0.2533471031358,-0.998827506715421,3.08333333333333,0.183014097388615
"75","bon","boom, exploding sound","Japanese","Sound","explosie (boem)",NA,"Language","Japanese_3_Sound",5,0,1,0,1,2,2,0,1,1,0,0,2,1,0,1,NA,NA,NA,NA,1,0,0,1,1,0,1,1,0,1,1,2,1,1,1,3,0.95,1.64485362695147,2.13366556753677,4.25555555555556,1.61716913557027
"76","mero-mero","blurred","Japanese","ColorVisual","wazig",NA,"Language","Japanese_40_ColorVisual",0,1,0,0,0,1,2,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2533471031358,0.14026088392174,2.18888888888889,-0.911293775347153
"77","giarigiari","bright (with respect to light)","Japanese","ColorVisual","fel licht",NA,"Language","Japanese_41_ColorVisual",1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0.6,0.2533471031358,0.14026088392174,1.62105263157895,-1.60601292829023
"78","kirakira","bright, sparkling","Japanese","ColorVisual","sprankelen",NA,"Language","Japanese_42_ColorVisual",3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,1,1,0,1,0,2,1,1,1,2,0.75,0.674489750196082,0.994577176899611,3.11111111111111,0.216998813933203
"79","aka-aka","sehr rot","Japanese","ColorVisual","heel rood",NA,"Language","Japanese_43_ColorVisual",0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.125661346855074,-0.14451121373755,2.55,-0.469492460267496
"80","bachabacha","water splashing","Japanese","Sound","geluid van spetterend water",NA,"Language","Japanese_4_Sound",2,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0.7,0.524400512708041,0.70980507924032,3.63157894736842,0.853765081821293
"81","ton ton","knocking on door","Japanese","Sound","geluid van aankloppen",NA,"Language","Japanese_5_Sound",3,1,0,0,1,2,1,0,1,1,1,0,1,0,0,1,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,3,0.95,1.64485362695147,2.13366556753677,4.41052631578947,1.80676808050324
"82","garigari","scraping sound","Japanese","Sound","schrapend geluid",NA,"Language","Japanese_6_Sound",1,1,0,0,0,0,2,0,1,1,0,0,1,0,0,0,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.3,-0.524400512708041,-1.568371702034,1.83684210526316,-1.34200534081752
"83","boo boo","fire burning","Japanese","Sound","geluid van brandend vuur",NA,"Language","Japanese_7_Sound",2,1,0,0,0,2,2,0,1,1,1,0,1,0,1,0,"F_finalvowel: long?",NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0.45,-0.125661346855074,-0.714055409056131,1.38888888888889,-1.89005361183132
"84","bari bari","crunchy sound (e.g. rice crackers)","Japanese","Sound","knisperend geluid",NA,"Language","Japanese_8_Sound",2,1,0,0,0,0,2,0,1,1,0,1,0,0,0,0,NA,"M_punctual: informed by English translation",NA,NA,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,2,0.5,0,-0.429283311396841,2.08333333333333,-1.04043569821659
"85","don","thud, schweres Fallen Aufprallen","Japanese","Sound","plof, bons",NA,"Language","Japanese_9_Sound",5,0,1,0,1,2,2,0,1,1,0,0,2,1,0,1,NA,NA,NA,NA,1,0,0,1,1,0,1,1,0,1,1,2,1,1,1,3,0.85,1.03643338949379,1.56412137221819,4.16111111111111,1.50162109931867
"86","ŏngŏng","crying","Korean","Sound","gehuil",NA,"Language","Korean_10_Sound",2,1,0,1,1,2,2,0,1,1,1,0,1,0,0,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0.7,0.524400512708041,0.70980507924032,3.26,0.3991568946122
"87","kkŏkkŭlkkŏkkŭl","rough / bark of a tree","Korean","Texture","ruw oppervlak",NA,"Language","Korean_11_Texture",0,1,0,0,1,2,0,0,2,0,0,1,1,0,0,0,NA,"M_distribution: for textures, this is hard",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,-1.03643338949379,-2.42268799501187,2.73333333333333,-0.245193331073208
"88","pasakpasak","crispy, easily breaking","Korean","Texture","bros",NA,"Language","Korean_12_Texture",1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0.3,-0.524400512708041,-1.568371702034,2.29444444444444,-0.782151852477716
"89","podŭlbodŭl","very soft / fluffy dog","Korean","Texture","pluizig, donzig",NA,"Language","Korean_13_Texture",0,1,0,1,1,2,2,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.125661346855074,-0.14451121373755,3.22777777777778,0.359734623420477
"90","mikkŭlmikkŭl","oily/ fish's skin","Korean","Texture","glibberig",NA,"Language","Korean_14_Texture",0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,-0.125661346855074,-0.714055409056131,2.18421052631579,-0.917017517080979
"91","maekkŭnmaekkŭn","smooth / table surface","Korean","Texture","glad oppervlak",NA,"Language","Korean_15_Texture",0,1,0,0,1,1,2,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,-0.2533471031358,-0.998827506715421,2.17894736842105,-0.923456726531532
"92","mullŏngmullŏng","soft, yielding, but elastic","Korean","Texture","elastisch flexibel",NA,"Language","Korean_16_Texture",1,1,0,0,1,2,2,0,1,0,1,0,1,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.8,0.841621233572914,1.2793492745589,3.62222222222222,0.842317598353641
"93","kkŭnjŏkkkŭnjŏk","sticky","Korean","Texture","kleverig",NA,"Language","Korean_17_Texture",0,1,0,0,1,2,2,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.524400512708041,0.70980507924032,2.65,-0.347147480706975
"94","hŭmurhŭmul","overripe, very soft, flabby, pulpy viscous","Korean","Texture","papperig",NA,"Language","Korean_18_Texture",0,1,0,1,1,2,1,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,1.03643338949379,1.56412137221819,2.685,-0.304326737860793
"95","ollokpollok","embossed / bubble foil, bumpy in a regular fashion","Korean","Texture","geribbeld",NA,"Language","Korean_19_Texture",1,1,0,1,1,2,0,0,1,0,1,0,1,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.65,0.385320466407568,0.42503298158103,3.575,0.784543580227841
"96","k'ungk'ung","pounding from a big and heavy stuff/ obese person walking","Korean","Sound","gestamp",NA,"Language","Korean_1_Sound",3,1,0,0,1,2,1,0,2,1,1,0,2,0,0,0,NA,NA,NA,NA,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,3,0.75,0.674489750196082,0.994577176899611,4.12222222222222,1.45404249615624
"97","songsong","chop into small pieces","Korean","Motion","fijnhakken",NA,"Language","Korean_20_Motion",1,1,0,0,1,2,1,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.45,-0.125661346855074,-0.714055409056131,2.83888888888889,-0.116051408203769
"98","ŭssŭgŭssŭk","shrug shoulder","Korean","Motion","schouderophalend",NA,"Language","Korean_21_Motion",0,1,0,1,1,2,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.385320466407568,0.42503298158103,3.31666666666667,0.468485716363161
"99","tchuktchuk","continously expanding (gum from mouth)","Korean","Motion","rekken en rekken en rekken",NA,"Language","Korean_22_Motion",2,1,0,0,1,2,0,0,1,0,1,0,2,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,2,0.55,0.125661346855074,-0.14451121373755,3.06842105263158,0.164769670612045
"100","tugŭndugŭn","heartbeat","Korean","Motion","hartslag",NA,"Language","Korean_23_Motion",2,1,0,1,1,2,2,0,1,1,1,0,1,0,1,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0.8,0.841621233572914,1.2793492745589,4.60526315789474,2.04501883017373
"101","ssingssing","strongly blowing wind-> moving very fast, bike","Korean","Motion","suizend geluid",NA,"Language","Korean_24_Motion",2,1,0,0,1,0,1,0,2,1,1,0,1,0,0,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0.75,0.674489750196082,0.994577176899611,3.31111111111111,0.461688773054244
"102","p'ŏllŏkp'ŏllŏk","flapping, like a flag","Korean","Motion","flapperen",NA,"Language","Korean_25_Motion",1,1,0,0,1,2,0,0,1,0,1,1,1,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.75,0.674489750196082,0.994577176899611,3.95555555555556,1.25013419688871
"103","ch'ingch'ing","tie up with rope, circular motion","Korean","Motion","een touw om iets leggen",NA,"Language","Korean_26_Motion",0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,-0.125661346855074,-0.714055409056131,1.90555555555556,-1.25793788410196
"104","ŏnggŭmŏnggŭm","crawl","Korean","Motion","kruipen",NA,"Language","Korean_27_Motion",1,1,0,1,1,2,2,0,1,0,1,0,1,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.55,0.125661346855074,-0.14451121373755,3.37,0.533736372128773
"105","sallangsallang","gently / ladies walking in the spring, falling leaf","Korean","Motion","kalme en tedere beweging",NA,"Language","Korean_28_Motion",1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,"F_finalvowel: long final syllable",NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.7,0.524400512708041,0.70980507924032,4,1.30450974336005
"106","k'ongk'ong","jumping of a small and light stuff / bunny jumping","Korean","Motion","licht hoppend",NA,"Language","Korean_29_Motion",1,1,0,0,1,2,1,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.75,0.674489750196082,0.994577176899611,3.93,1.21886825766769
"107","tchallangtchallang","metalic sound/small bell","Korean","Sound","geluid van munten in een zak",NA,"Language","Korean_2_Sound",3,1,0,0,1,1,1,0,2,1,1,0,0,0,0,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,3,0.65,0.385320466407568,0.42503298158103,4.19444444444444,1.54240275917218
"108","tunggŭltunggŭl","roundness","Korean","Shape","ronde vorm",NA,"Language","Korean_30_Shape",0,1,0,0,1,2,2,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,-0.2533471031358,-0.998827506715421,2.48888888888889,-0.544258836665591
"109","t'aengt'aeng","blown up, like a ballon","Korean","Shape","opgeblazen, ronde vorm",NA,"Language","Korean_31_Shape",0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,-0.125661346855074,-0.714055409056131,1.87222222222222,-1.29871954395547
"110","mongshilmongshil","round shape, plump, chubby","Korean","Shape","bolvormig, als een suikerspin",NA,"Language","Korean_32_Shape",1,1,0,0,1,1,2,0,1,0,0,0,2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0.45,-0.125661346855074,-0.714055409056131,2.8,-0.163630011366194
"111","kkobulkkobul","curvy","Korean","Shape","bochtig",NA,"Language","Korean_33_Shape",0,1,0,0,1,2,1,0,1,0,0,1,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.841621233572914,-2.13791589735258,2.28947368421053,-0.788233328069905
"112","t'oshilt'oshil","chubby","Korean","Shape","mollig",NA,"Language","Korean_34_Shape",0,1,0,0,1,1,0,0,1,0,0,0,2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,-0.429283311396841,2.62222222222222,-0.381132197251565
"113","ppollok","protruding belly","Korean","Shape","bolle buik (b.v. van een baby)",NA,"Language","Korean_35_Shape",1,0,0,0,1,2,0,0,1,0,0,0,2,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0.75,0.674489750196082,0.994577176899611,4.00555555555556,1.31130668666897
"114","ult'ungbult'ung","bumpy / kinderkopjes","Korean","Shape","hobbelig",NA,"Language","Korean_36_Shape",2,1,0,1,1,2,2,0,1,0,1,1,1,0,0,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,2,0.75,0.674489750196082,0.994577176899611,3.935,1.22498550664571
"115","tchugŭltchugŭl","wrinkled / uniorned shirt","Korean","Shape","kreukelig",NA,"Language","Korean_37_Shape",1,1,0,0,1,2,1,0,1,0,1,1,1,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.75,0.674489750196082,0.994577176899611,2.77,-0.20033350523435
"116","tchaengtchaeng","blazing sunshine","Korean","ColorVisual","verblindend",NA,"Language","Korean_38_ColorVisual",1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0.6,0.2533471031358,0.14026088392174,2.88333333333333,-0.0616758617324276
"117","pantchakpantchak","glitter","Korean","ColorVisual","glinstering",NA,"Language","Korean_39_ColorVisual",2,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,2,0.4,-0.2533471031358,-0.998827506715421,2.82777777777778,-0.129645294821605
"118","cholchol","sound/murmur from a little creek","Korean","Sound","geluid van een kabbelende beek",NA,"Language","Korean_3_Sound",3,1,0,0,1,2,0,0,1,1,1,0,0,0,1,0,NA,NA,NA,NA,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,3,0.6,0.2533471031358,0.14026088392174,3.06666666666667,0.162623267461861
"119","hwarhwal","flames, being ablaze","Korean","ColorVisual","vlam",NA,"Language","Korean_40_ColorVisual",0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,-0.125661346855074,-0.714055409056131,2.13684210526316,-0.974970402135962
"120","ch'orongch'orong","shining eyes","Korean","ColorVisual","glanzende ogen",NA,"Language","Korean_41_ColorVisual",0,1,0,0,1,2,1,0,2,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,-0.125661346855074,-0.714055409056131,2.95789473684211,0.0295462721504172
"121","songgŭlsonggŭl","beaded with sweat","Korean","ColorVisual","bezwete huid",NA,"Language","Korean_42_ColorVisual",1,1,0,0,1,2,2,0,1,0,1,0,1,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.4,-0.2533471031358,-0.998827506715421,2.18333333333333,-0.91809071865607
"122","alloktallok","colorful, indian summer, holger's shirts","Korean","ColorVisual","vol van felle kleuren",NA,"Language","Korean_43_ColorVisual",3,1,0,1,1,2,0,0,1,0,1,1,0,0,0,0,NA,NA,NA,NA,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,3,0.55,0.125661346855074,-0.14451121373755,2.11666666666667,-0.999654038363084
"123","churŏngjurŏng","hanging in clusters","Korean","ColorVisual","in bosjes hangend",NA,"Language","Korean_44_ColorVisual",2,1,0,1,1,2,2,0,1,0,1,1,1,0,0,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,2,0.65,0.385320466407568,0.42503298158103,2.85,-0.102457521585934
"124","pŏlbŏl","shivering/shaking","Korean","ColorVisual","bevend",NA,"Language","Korean_45_ColorVisual",1,1,0,1,1,2,1,0,1,0,1,0,1,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.5,0,-0.429283311396841,2.425,-0.622423684718147
"125","p'arŭtp'arŭt","fresh and green","Korean","ColorVisual","het groen van jonge bladjes",NA,"Language","Korean_46_ColorVisual",1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0.3,-0.524400512708041,-1.568371702034,2.58,-0.432788966399339
"126","p'ongdangp'ongdang","splash","Korean","Sound","plons",NA,"Language","Korean_4_Sound",2,1,0,0,1,2,2,0,1,1,0,0,1,1,0,1,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,0.5,0,-0.429283311396841,3.92105263157895,1.20792160160175
"127","kkilkkil","giggling","Korean","Sound","gegiechel",NA,"Language","Korean_5_Sound",5,1,0,0,1,0,0,0,2,1,1,0,0,0,0,0,NA,NA,NA,NA,1,1,0,0,0,0,1,1,1,1,0,3,1,1,1,3,0.8,0.841621233572914,1.2793492745589,3.93157894736842,1.22080002050285
"128","pogŭlbogŭl","boiling sounds","Korean","Sound","geluid van iets kokends",NA,"Language","Korean_6_Sound",3,1,0,1,1,2,2,0,1,1,1,1,1,0,1,0,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,3,0.5,0,-0.429283311396841,2.55263157894737,-0.466272855542218
"129","chongalchongal","babbling/prattle","Korean","Sound","gebabbel gekeuvel",NA,"Language","Korean_7_Sound",2,1,0,0,1,2,1,0,1,1,1,0,1,0,0,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0.8,0.841621233572914,1.2793492745589,2.96111111111111,0.033481344592422
"130","tchŏptchŏp","click one's tongue","Korean","Sound","tong geklak",NA,"Language","Korean_8_Sound",2,1,0,0,1,2,0,0,1,1,0,0,1,0,0,1,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,0.75,0.674489750196082,0.994577176899611,2.96666666666667,0.0402782879013403
"131","chigŭlchigŭl","a small quantity of liquid boiling/ simmering","Korean","Sound","gepruttel",NA,"Language","Korean_9_Sound",2,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0.65,0.385320466407568,0.42503298158103,2.825,-0.133043766476064
"132","gjɛlgjolgjɛlgjol","swinging back-and-forth. Example: movement from monkies shaking branches. Repetition of movement (iterative derivation) PLUS distribution in space (distributive derivation).","Semai","Motion","schommelen",NA,"Language","Semai_10_Motion",1,1,0,1,1,1,2,0,1,0,1,0,1,0,1,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.65,0.385320466407568,0.42503298158103,3.69444444444444,0.930677861369573
"133","ɟrweetɟrwɒɒt","upward climbing with arms and legs. Example: kids climbing. Distribution in space (distributive derivation).","Semai","Motion","omhoog klimmen",NA,"Language","Semai_11_Motion",1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.35,-0.385320466407568,-1.28359960437471,2.73157894736842,-0.247339734223393
"134","ɟtoonɟtoonɟtoon","slow up-and-down. Example: of a slow bouncy gait. Repetition of movement (iterative derivation)","Semai","Motion","langzaam dartelen",NA,"Language","Semai_12_Motion",1,1,0,0,1,2,1,0,1,0,1,0,1,0,1,0,"F_finalvowel: syllable is pretty long",NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.45,-0.125661346855074,-0.714055409056131,3.73888888888889,0.985053407840916
"135","ŋɛrŋorŋɛrŋorŋɛrŋor","fast, jerky, in multiple directions. Example: running around looking for something, a stressed or scared behaviour. Repetition of movement (iterative derivation) PLUS distribution in space (distributive derivation).","Semai","Motion","op en neer rennend, naar iets zoekend",NA,"Language","Semai_13_Motion",2,1,0,1,1,1,2,0,1,0,1,1,1,0,1,0,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,2,0.65,0.385320466407568,0.42503298158103,4.26842105263158,1.63290942533829
"136","rlajɨɨp","flickering, fluttering. Example: of leafes moving in the wind. Plurality of motion (plural prefix).","Semai","Motion","fladderen",NA,"Language","Semai_14_Motion",0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2533471031358,0.14026088392174,2.23333333333333,-0.856918228875811
"137","brihɔ̃c","of small dents/holes on surface, e.g. scars on skin from acne (plural infix)","Semai","Texture","gedeukt aanvoelen",NA,"Language","Semai_15_Texture",0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.125661346855074,-0.14451121373755,1.80555555555556,-1.38028286366248
"138","crɒɒ::m","of coarse, coarse-grained, e.g. sand on a surface (lengthening of last/main vowel)","Semai","Texture","grofkorrelig",NA,"Language","Semai_16_Texture",0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.125661346855074,-0.14451121373755,1.7578947368421,-1.43859348257583
"139","craliiŋ","of an oily feeling on the skin, greasy, sweaty, very slippery  (plural infix)","Semai","Texture","glibberig",NA,"Language","Semai_17_Texture",0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,-0.385320466407568,-1.28359960437471,2.37222222222222,-0.686994646152866
"140","gradus","of bumpy, bulgy, e.g. from gravel or small stones on a surface  (plural infix)","Semai","Texture","hobbelig, knobbelig",NA,"Language","Semai_18_Texture",0,0,0,0,1,2,2,0,1,0,1,1,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,-0.385320466407568,-1.28359960437471,2.15,-0.958872378509578
"141","grahɒɒc","of rough, rugged, e.g. of beard stubble  (plural infix)","Semai","Texture","ruig, oneven",NA,"Language","Semai_19_Texture",0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.524400512708041,0.70980507924032,2.265,-0.818175652014979
"142","bjuukbjɛɛk","bright coloured. distribution in space (distributive derivation).","Semai","ColorVisual","fel gekleurd tafereel",NA,"Language","Semai_1_ColorVisual",2,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,"F_partialredup: count as full with vowel mod or as partial?",NA,NA,NA,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,2,0.25,-0.674489750196082,-1.85314379969329,1.53333333333333,-1.71333308579946
"143","grigelrigel","of surface with ridges (small spacing)  (plural infix, prolongation derivation)","Semai","Texture","geribbeld",NA,"Language","Semai_20_Texture",1,1,0,1,1,0,2,0,1,0,1,0,1,0,0,0,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.55,0.125661346855074,-0.14451121373755,4.49444444444445,1.90943769785374
"144","snakɨɨr","of surface with small small hairs (plural infix)","Semai","Texture","harig oppervlak",NA,"Language","Semai_21_Texture",0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-0.524400512708041,-1.568371702034,2.225,-0.867113643839187
"145","bucbuc","of bubble in thick liquid (e.g. mud)","Semai","Sound","geluid van luchtbellen in modder",NA,"Language","Semai_22_Sound",3,1,0,0,1,2,1,0,1,1,1,0,1,0,0,1,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,3,0.8,0.841621233572914,1.2793492745589,4.06,1.37791673109636
"146","bukbukbuk","of bubble in water, repetition of sound","Semai","Sound","geluid van luchtbellen aan het wateroppervlak",NA,"Language","Semai_23_Sound",3,1,0,0,1,2,1,0,1,1,1,0,1,0,0,1,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,3,0.65,0.385320466407568,0.42503298158103,4.71666666666667,2.18131543021045
